latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.97486,28.82311,372.17,1.83,1.33,2021-08-04,1049,Aqua,MODIS,100,6.1NRT,316.59,265.48,D
36.9614,28.84426,328.54,1.83,1.32,2021-08-04,1049,Aqua,MODIS,64,6.1NRT,309.05,29.05,D
36.95721,28.82413,350.48,1.83,1.33,2021-08-04,1049,Aqua,MODIS,94,6.1NRT,311.43,118.49,D
36.97286,28.84007,339.75,1.83,1.32,2021-08-04,1049,Aqua,MODIS,85,6.1NRT,313.47,68.06,D
36.96865,28.8198,345.61,1.83,1.33,2021-08-04,1049,Aqua,MODIS,90,6.1NRT,313.88,93.74,D
36.98464,28.83739,362.26,1.83,1.32,2021-08-04,1049,Aqua,MODIS,100,6.1NRT,313.6,189.07,D
36.98042,28.81697,343.21,1.83,1.33,2021-08-04,1049,Aqua,MODIS,88,6.1NRT,310.93,84.67,D
36.99656,28.83544,339.19,1.83,1.32,2021-08-04,1049,Aqua,MODIS,84,6.1NRT,310.88,70.61,D
36.99245,28.81549,333.56,1.83,1.33,2021-08-04,1049,Aqua,MODIS,78,6.1NRT,309.39,51.58,D
37.00426,28.81293,336.69,1.83,1.33,2021-08-04,1049,Aqua,MODIS,82,6.1NRT,309.54,66.07,D
37.01645,28.81229,358.53,1.83,1.33,2021-08-04,1049,Aqua,MODIS,99,6.1NRT,311.32,174.59,D
37.71702,28.51047,332.62,1.84,1.33,2021-08-04,1049,Aqua,MODIS,53,6.1NRT,311.32,42.07,D
37.4233,28.44726,329.83,1.89,1.34,2021-08-04,1049,Aqua,MODIS,63,6.1NRT,315.18,32.04,D
37.3767,28.40378,366.02,1.9,1.35,2021-08-04,1049,Aqua,MODIS,100,6.1NRT,310.48,237.76,D
37.38065,28.4227,414.25,1.9,1.35,2021-08-04,1049,Aqua,MODIS,100,6.1NRT,320.95,860.21,D
37.38466,28.44191,385.62,1.89,1.34,2021-08-04,1049,Aqua,MODIS,100,6.1NRT,316.28,416.77,D
37.36484,28.40711,383.3,1.9,1.35,2021-08-04,1049,Aqua,MODIS,100,6.1NRT,307.74,403.99,D
37.36872,28.42559,422.88,1.9,1.35,2021-08-04,1049,Aqua,MODIS,100,6.1NRT,315.05,1043.11,D
36.74099,28.13826,342.55,2.04,1.39,2021-08-04,1049,Aqua,MODIS,0,6.1NRT,311.52,94.98,D
36.73051,28.13385,330.95,2.04,1.39,2021-08-04,1049,Aqua,MODIS,0,6.1NRT,310.73,44.94,D
37.30348,27.55898,327.44,2.15,1.42,2021-08-04,1049,Aqua,MODIS,63,6.1NRT,313.7,30.52,D
37.07812,27.7576,358.2,2.12,1.41,2021-08-04,1049,Aqua,MODIS,98,6.1NRT,313.72,190.32,D
37.02855,28.81128,337.12,1.83,1.33,2021-08-04,1049,Aqua,MODIS,82,6.1NRT,308.24,69.05,D
37.02434,28.79054,339.35,1.84,1.33,2021-08-04,1049,Aqua,MODIS,85,6.1NRT,304.69,78.52,D
37.29055,28.65376,326.33,1.85,1.33,2021-08-04,1049,Aqua,MODIS,62,6.1NRT,313.58,21.67,D
37.28617,28.63219,325.29,1.85,1.33,2021-08-04,1049,Aqua,MODIS,56,6.1NRT,314.18,19.86,D
37.37281,28.44516,380.13,1.89,1.34,2021-08-04,1049,Aqua,MODIS,100,6.1NRT,309.97,359.34,D
37.29553,28.64606,327.72,1.85,1.33,2021-08-04,1049,Aqua,MODIS,63,6.1NRT,313.79,23.47,D
37.36563,28.43151,319.16,1,1,2021-08-04,2010,Terra,MODIS,98,6.1NRT,299.89,14.4,N
37.36717,28.44271,334.93,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,302.81,33.33,N
37.36871,28.45391,363.94,1.01,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,306.17,95.88,N
37.34742,28.36605,305.02,1,1,2021-08-04,2010,Terra,MODIS,13,6.1NRT,293.44,3.47,N
37.34896,28.37716,311.25,1,1,2021-08-04,2010,Terra,MODIS,78,6.1NRT,293.93,7.72,N
37.35052,28.38844,316.14,1,1,2021-08-04,2010,Terra,MODIS,91,6.1NRT,296.41,11.5,N
37.35208,28.39974,321.28,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,298.97,16.54,N
37.35363,28.41098,317,1,1,2021-08-04,2010,Terra,MODIS,93,6.1NRT,298.79,12.86,N
37.35517,28.42216,314.51,1,1,2021-08-04,2010,Terra,MODIS,88,6.1NRT,298.2,10.74,N
37.35671,28.43331,314.09,1,1,2021-08-04,2010,Terra,MODIS,87,6.1NRT,298.96,10.28,N
37.35825,28.44451,327.51,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.3,23.93,N
37.3598,28.45575,346.96,1.01,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,303.53,54.65,N
37.33392,28.33485,309.57,1,1,2021-08-04,2010,Terra,MODIS,73,6.1NRT,292.88,6.41,N
37.33547,28.34598,307.42,1,1,2021-08-04,2010,Terra,MODIS,38,6.1NRT,293.48,4.56,N
37.33701,28.35703,362.89,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,295.84,91.15,N
37.33854,28.36801,418.46,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,310.79,380.92,N
37.34008,28.37915,342.31,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,302.85,44.34,N
37.34163,28.3904,327,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,299.99,22.17,N
37.34317,28.40156,327.67,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,300.62,23.45,N
37.34472,28.41279,323.75,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,300.18,19.3,N
37.34626,28.42402,314.57,1,1,2021-08-04,2010,Terra,MODIS,88,6.1NRT,298.41,10.79,N
37.34781,28.43524,313.81,1,1,2021-08-04,2010,Terra,MODIS,86,6.1NRT,298.78,10.02,N
37.3594,28.38638,317.24,1,1,2021-08-04,2010,Terra,MODIS,94,6.1NRT,295.5,12.95,N
37.37918,28.46331,310.25,1.01,1,2021-08-04,2010,Terra,MODIS,72,6.1NRT,298.35,6.92,N
37.37764,28.45206,344,1.01,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.83,47.55,N
37.37608,28.44079,326.7,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,300.45,22.14,N
37.37452,28.42951,311,1,1,2021-08-04,2010,Terra,MODIS,61,6.1NRT,298.76,7.23,N
37.37297,28.41827,319.15,1,1,2021-08-04,2010,Terra,MODIS,98,6.1NRT,298.41,14.39,N
37.37141,28.40699,326.18,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,297.34,22.4,N
37.38809,28.46132,370.52,1.01,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,304.84,115.98,N
37.38653,28.45004,376.48,1.01,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,308.01,137.05,N
37.38498,28.43876,318.62,1,1,2021-08-04,2010,Terra,MODIS,97,6.1NRT,298.5,12.86,N
37.38342,28.42751,331.06,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,298.96,27.54,N
37.38187,28.4163,321.67,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,297.1,17.1,N
37.39544,28.44811,321.45,1.01,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,298.29,16.62,N
37.72147,28.54271,312.15,1.01,1,2021-08-04,2010,Terra,MODIS,81,6.1NRT,297.61,8.35,N
37.7199,28.53129,341.46,1.01,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,299.97,43.77,N
37.72972,28.5349,329.53,1.01,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,300.15,26.13,N
37.00568,28.82855,322.36,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.11,14.58,N
37.01458,28.82644,365.54,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,304.31,97.99,N
37.7282,28.52377,306.74,1.01,1,2021-08-04,2010,Terra,MODIS,51,6.1NRT,296.52,4.76,N
37.73866,28.53314,328.76,1.01,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,299.1,25.16,N
36.74285,28.13152,326.67,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,302.95,19.53,N
36.7529,28.13487,319.39,1,1,2021-08-04,2010,Terra,MODIS,98,6.1NRT,300.63,12.79,N
37.06501,27.80572,319.86,1,1,2021-08-04,2010,Terra,MODIS,99,6.1NRT,301.93,12.57,N
37.06661,27.81681,315.84,1,1,2021-08-04,2010,Terra,MODIS,56,6.1NRT,300.79,8.48,N
37.06821,27.8279,353.45,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,303.88,64.84,N
37.06981,27.839,363.41,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,303.7,91.08,N
37.0714,27.85007,321.44,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.56,14.13,N
37.05773,27.81885,332.7,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,302.11,26.61,N
37.05933,27.82991,318.66,1,1,2021-08-04,2010,Terra,MODIS,96,6.1NRT,303,10.39,N
37.06093,27.84097,356.19,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,307.19,70.74,N
37.08969,27.78276,321.41,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,300.14,14.68,N
37.06253,27.85207,383.76,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,312.36,163.74,N
37.05206,27.84296,327.75,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,304.53,19.51,N
37.05365,27.85409,397.33,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,316.72,231.03,N
37.05524,27.86517,350.79,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,305.29,57.48,N
37.04477,27.85612,376.82,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,309.88,134.1,N
37.04636,27.86722,352.48,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,305.23,60.86,N
36.68431,29.52475,316.41,1.04,1.02,2021-08-04,2010,Terra,MODIS,88,6.1NRT,297.34,12.9,N
36.95216,28.84082,317.84,1.01,1.01,2021-08-04,2010,Terra,MODIS,95,6.1NRT,302.42,10.3,N
36.95064,28.82964,318.34,1.01,1.01,2021-08-04,2010,Terra,MODIS,96,6.1NRT,302.47,10.86,N
36.9626,28.84995,339.36,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,303.58,37.04,N
37.0286,28.79398,308.35,1.01,1.01,2021-08-04,2010,Terra,MODIS,10,6.1NRT,295.11,5.46,N
37.0301,28.80505,325.26,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,296.8,20.95,N
37.02194,28.8131,323.15,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,298.05,17.08,N
37.01306,28.81524,316.8,1.01,1.01,2021-08-04,2010,Terra,MODIS,55,6.1NRT,298.96,9.44,N
37.04795,27.8783,328.05,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,302.99,19.54,N
37.04955,27.88938,387.55,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,309.22,179.82,N
37.05114,27.90045,354.44,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,304.9,65.65,N
37.04066,27.89139,334.27,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,306.53,27.45,N
37.04226,27.90246,342.51,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,307.79,40.84,N
37.03337,27.90447,332,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,305.53,24.98,N
37.01617,28.838,335.66,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.06,31.98,N
36.96107,28.83866,334.31,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,302.97,29.2,N
36.95955,28.82748,317.73,1.01,1.01,2021-08-04,2010,Terra,MODIS,95,6.1NRT,301.85,10,N
36.97897,28.83492,312.24,1.01,1.01,2021-08-04,2010,Terra,MODIS,81,6.1NRT,302.1,5.48,N
36.99097,28.85555,319.03,1.01,1.01,2021-08-04,2010,Terra,MODIS,98,6.1NRT,302.34,11.16,N
36.98941,28.84409,344.86,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,305.45,46.68,N
36.9999,28.85357,315.17,1.01,1.01,2021-08-04,2010,Terra,MODIS,54,6.1NRT,302.42,7.83,N
36.99836,28.84218,334.02,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,304.5,28.63,N
37.00883,28.8515,343.93,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,303.91,46.23,N
37.00724,28.83997,348.96,1.01,1.01,2021-08-04,2010,Terra,MODIS,100,6.1NRT,305.97,55.39,N
37.34935,28.44644,326.73,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.92,23.01,N
37.3509,28.45772,310.48,1.01,1,2021-08-04,2010,Terra,MODIS,76,6.1NRT,298.15,7.96,N
37.32543,28.34258,313.39,1,1,2021-08-04,2010,Terra,MODIS,14,6.1NRT,291.53,8.05,N
37.32698,28.35371,328.51,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,291.85,21.61,N
37.3285,28.36475,433.11,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,315.48,514.48,N
37.33001,28.37576,415.82,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,320.21,359.06,N
37.33154,28.38685,335.01,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.38,31.98,N
37.3331,28.39805,329.91,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.26,25.06,N
37.33469,28.40937,324.24,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,299.52,19,N
37.33626,28.42062,316.99,1,1,2021-08-04,2010,Terra,MODIS,79,6.1NRT,298.24,11.87,N
37.33782,28.43183,316.34,1,1,2021-08-04,2010,Terra,MODIS,92,6.1NRT,298.61,11.91,N
37.33937,28.44302,346.87,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,304.33,53.45,N
37.34093,28.45423,372.49,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,306.18,123.23,N
37.31654,28.34455,315.69,1,1,2021-08-04,2010,Terra,MODIS,7,6.1NRT,283.72,9.05,N
37.31807,28.35561,334.02,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,290.03,29.83,N
37.31958,28.36664,471.35,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,328.28,1028.63,N
37.32112,28.37773,443.71,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,328.23,630.4,N
37.32267,28.38889,356.79,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,304.34,73.87,N
37.32423,28.40008,339.14,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,302.16,37.85,N
37.32579,28.41131,338.26,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,304.17,36.72,N
37.32735,28.42255,337.35,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,304.34,35.97,N
37.32891,28.43376,352.43,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,302.99,65.1,N
37.33047,28.44496,389.35,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,309.1,194.19,N
37.33202,28.45618,367.63,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.08,106.56,N
37.30917,28.35757,327.24,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,293.67,19.39,N
37.3107,28.36863,413.26,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,311.81,338.28,N
37.31225,28.3798,382.1,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,310.63,157.43,N
37.31379,28.3909,334.48,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,300.34,30.47,N
37.31532,28.40195,335.13,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,303.11,31.64,N
37.31688,28.41317,346.99,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,307.38,52.42,N
37.31844,28.42441,352.67,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,308.81,64.88,N
37.31999,28.43561,366.55,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,305,102.9,N
37.32155,28.44684,384.93,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,309.55,173.07,N
37.3003,28.35962,334.72,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,297.42,30.52,N
37.30183,28.37071,410.83,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,314.1,320.79,N
37.30337,28.3818,341.04,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.36,41.03,N
37.30489,28.39282,349.81,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.82,57.63,N
37.30643,28.40395,353.32,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,306.18,65.57,N
37.30798,28.41512,354.42,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,307.06,68.53,N
37.30952,28.42627,338.92,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,303.06,38.36,N
37.31108,28.43748,316.89,1,1,2021-08-04,2010,Terra,MODIS,93,6.1NRT,296.77,11.83,N
37.31264,28.44875,307.46,1,1,2021-08-04,2010,Terra,MODIS,34,6.1NRT,295.04,4.97,N
37.29295,28.37276,307.73,1,1,2021-08-04,2010,Terra,MODIS,52,6.1NRT,295.9,4.12,N
37.29602,28.39489,354.26,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,301.75,67.81,N
37.29757,28.40607,399.2,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,312.85,245,N
37.29911,28.41721,404.63,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,315.79,279.41,N
37.30065,28.42833,322.43,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,297.77,16.36,N
37.28868,28.4081,331.87,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,298.69,27.28,N
37.29023,28.41925,354.01,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,302.35,68.12,N
37.36096,28.39765,326.83,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,297.54,23.16,N
37.36253,28.40901,322.35,1,1,2021-08-04,2010,Terra,MODIS,100,6.1NRT,298.52,17.98,N
37.36408,28.42029,314.96,1,1,2021-08-04,2010,Terra,MODIS,89,6.1NRT,298.64,11.03,N
